id,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards
6355,46,64,1960,3,0,Synthetic Address,-55.29242749920619,95.89749876076365,14708.478581387193,26315.923403052337,68160.16506878605,429.6414637251557,0
6356,67,67,1963,11,1,Synthetic Address,-57.35663404577817,-68.96237260177003,21084.919981753425,28005.9996849976,0.0,683.2056594765837,2
6357,33,62,1988,11,1,Synthetic Address,-79.94541672796565,178.98940994408235,16910.723471645546,45399.47551306828,65733.08162177609,519.3998385722174,2
6358,25,60,1978,10,1,Synthetic Address,37.16376308757958,80.59065972625353,31059.414300022356,87183.19626426691,14021.065402914435,724.0295022124667,2
6359,50,66,1986,6,1,Synthetic Address,35.181218140372906,90.40430953287779,16200.188316717775,76149.96737072857,124663.48295241351,574.5227454346468,4
6360,68,68,1954,6,0,Synthetic Address,31.046917319929506,-13.989595756345324,14735.428124034494,13377.191211921636,89056.26186303471,300.0,4
6361,35,67,1985,10,0,Synthetic Address,44.12800487081989,164.90221013226653,12651.079237906431,31627.10824858368,100913.79281181884,376.21011250968854,6
6362,50,60,1951,10,1,Synthetic Address,12.755982242587734,-8.908339892001095,14947.084535283515,20894.925410405907,115920.0788585013,300.0,2
6363,49,66,1993,3,1,Synthetic Address,58.58734581682165,-164.40575049778687,19541.930739431475,28246.250911886542,79145.83960678655,411.40636689613245,9
6364,37,65,1974,7,0,Synthetic Address,-29.145463664543485,-7.738784420492465,28398.1902692011,19976.80269881985,52071.7500904226,389.08975247717956,5
6365,57,61,1964,7,0,Synthetic Address,89.72256604345753,41.20498456336432,25343.799926947875,47563.72989495641,0.0,704.0826019859769,3
6366,46,66,1987,4,1,Synthetic Address,80.92671148897611,-101.79558696921069,28298.339721955854,10000.0,142111.15817363802,300.0,3
6367,27,64,1984,4,1,Synthetic Address,-14.807446612324043,22.28426998391501,25408.63842773979,45332.88791994805,34171.15956371971,655.1788368675317,0
6368,39,60,2002,6,0,Synthetic Address,32.74014834580136,122.92735754175453,13462.116172754726,37956.76024975628,132906.7138575251,326.19034741842484,7
6369,35,63,1950,4,0,Synthetic Address,72.81283695520864,60.685691139417685,17097.802191186678,21243.158500218193,39536.90735827666,462.95275318595867,8
6370,42,66,1976,12,1,Synthetic Address,-43.65712926710356,100.92168008387688,13341.765720299629,48920.32521108291,57548.468527480945,578.1306896608152,5
6371,41,68,1963,5,0,Synthetic Address,41.12465655193404,-132.81094073994942,26683.34404037249,47608.78069313873,41841.55214316004,575.1902630965001,5
6372,39,63,1970,8,0,Synthetic Address,-3.583505523224673,158.92903886273825,25444.873425640293,13385.808976857501,24432.97526720327,487.94147619439934,6
6373,65,66,1954,11,0,Synthetic Address,25.78262236027649,-138.08646253599207,13274.504074495984,79755.9629768126,0.0,740.8041651541054,9
6374,44,60,1955,6,1,Synthetic Address,-38.36589399845224,133.48209076450865,17374.2077360508,55299.10141283261,143992.98073081893,433.24834972477964,2
6375,55,63,1974,9,1,Synthetic Address,68.28637626943038,83.58837736447663,19640.694598773487,37437.21230761394,90554.61182529105,430.51740931262685,9
6376,54,66,1955,8,0,Synthetic Address,61.18871922303572,-59.46099894602159,22024.582688152164,12061.325922898643,107068.70577056854,300.0,8
6377,47,67,1964,9,0,Synthetic Address,-44.07797641236293,82.13553715497562,16833.056820821002,67205.86969824086,33579.15067348764,676.9332634989478,5
6378,47,66,2001,6,1,Synthetic Address,-37.00846863367781,-52.474783567761236,21705.96927795549,35069.53171450084,25950.46362258633,615.983383518013,8
6379,27,63,1988,12,0,Synthetic Address,51.945636645605106,64.793024602527,27013.243425792196,19478.79315218654,43446.913627693386,474.7531102471609,7
6380,51,60,1993,10,0,Synthetic Address,54.5693469619907,-25.08430370355373,21578.49943175606,32740.45885851874,150000.0,300.0,3
6381,60,68,1965,3,1,Synthetic Address,68.080450155682,62.66234706452025,22535.33815131306,32940.78315799338,21945.34664645701,615.4631176342339,0
6382,62,62,1959,1,0,Synthetic Address,-24.82908765812047,-24.655864680731696,11651.27450012398,45746.61390924998,0.0,666.0687072282172,1
6383,69,66,2001,7,1,Synthetic Address,59.74253759095012,-85.5126103368362,6103.7945042740375,61001.71981869394,72417.50084199783,550.2573504275047,7
6384,33,64,1954,10,1,Synthetic Address,50.13678262393188,68.25426138261722,18466.26849379912,38258.19594529134,70634.0480520539,545.2574744967164,2
6385,21,61,1971,12,1,Synthetic Address,-70.13125738406856,142.98757431376686,14570.132481039738,16390.083392030152,61318.21956634632,342.6236110758434,8
6386,31,63,1957,3,1,Synthetic Address,20.42311758950615,-53.63176729101643,24206.726510589673,15178.397157840118,12263.400859671783,608.0063963990708,6
6387,26,60,1989,11,1,Synthetic Address,-69.53006288557827,-86.60272242207628,32367.75924316827,65368.83988757547,96865.13584945147,584.0888133086913,4
6388,46,62,1977,8,1,Synthetic Address,-4.627497877761272,6.839511286860727,15162.491140095539,44750.698417343025,127241.19551286206,427.43238287352284,7
6389,30,61,1960,3,0,Synthetic Address,-32.419624109296834,72.89068916228746,16539.435728418644,27804.00362552845,150000.0,300.0,1
6390,63,68,1955,6,1,Synthetic Address,6.112172285116401,-90.45295913381513,24261.684939753155,86420.2466995043,3408.127177480106,744.7091376199609,9
6391,56,63,2001,10,1,Synthetic Address,-77.91788580222621,4.69523604152846,17691.105800633766,42134.918476239705,60782.62173448781,528.5062767498154,0
6392,31,62,1954,7,1,Synthetic Address,-53.10685923345016,124.08410209918026,14185.752649655515,30498.57923623244,108713.02062007702,327.1250554482977,6
6393,41,62,1977,10,0,Synthetic Address,-33.49340323510564,-7.375901864623046,18139.865836813726,33811.06362828013,461.6898431040099,697.1662725498412,9
6394,38,61,1965,6,0,Synthetic Address,5.825369442513775,103.75906437905644,25375.01162131711,35655.30802676163,46309.88067260015,564.5005374928543,9
6395,49,62,1969,7,0,Synthetic Address,-27.491212353401004,45.81242729106694,16492.7570251157,58940.78524206439,19838.57394877611,695.744087095076,5
6396,25,69,1952,6,0,Synthetic Address,-78.90087588104824,-6.338759737388102,10060.090316366812,24120.40012108223,63245.948063939635,394.3183175405069,2
6397,64,69,1964,2,0,Synthetic Address,-65.93072638005789,84.82137621351012,30947.014655240688,43368.63613185818,150000.0,364.91278797631816,6
6398,58,66,1956,11,1,Synthetic Address,-76.75573846772438,117.17024072519797,20507.9455349246,23489.325296693394,88152.6835492126,302.98763691266674,2
6399,42,63,1987,3,0,Synthetic Address,-45.247961740611885,-134.32682069048934,6868.661529775032,32201.76484078534,107480.58707959726,350.9204392249976,3
6400,68,68,1960,8,0,Synthetic Address,60.096676868453045,-141.7696028259323,20704.829103586348,46952.862976137796,73962.40591642773,556.317679861178,2
6401,56,60,1975,5,0,Synthetic Address,-78.73676832651901,97.21889598245764,16055.029180052241,80700.40695863237,48261.49420132776,651.5840129742867,0
6402,22,69,1981,11,0,Synthetic Address,-17.276155315855448,-31.62564883976762,15713.317393559944,64807.13298126985,71806.14631843171,599.8054621393993,6
6403,69,62,1991,9,0,Synthetic Address,-4.154790959027466,119.07125608048204,19132.9766735844,24805.96122350359,150000.0,300.0,7
6404,55,60,1986,8,0,Synthetic Address,-39.04277432893962,117.18866801909144,15595.890149377941,38721.30308145609,108682.99442781604,468.6781404578687,8
6405,54,61,1961,2,1,Synthetic Address,-47.23207395993623,-88.93593136055426,16830.97414754564,51604.30827925904,150000.0,405.8379702806303,8
6406,64,68,1951,10,0,Synthetic Address,17.233564969751328,-179.49805710156275,21889.469893267,53261.48338612411,25849.495447655507,629.1237591464119,3
6407,65,61,1985,6,1,Synthetic Address,-8.198262941407322,68.44212530935832,30354.106957951382,10024.097977199111,137663.34214494476,300.0,9
6408,57,66,1965,3,0,Synthetic Address,-46.070370946273535,-9.42518807355927,27728.72449767748,32544.315160441274,43422.64346180715,555.6868965083967,3
6409,66,69,1954,12,1,Synthetic Address,39.33380709282537,-136.46581265032268,26729.590012044864,10000.0,80295.6539481716,300.0,5
6410,61,68,1995,5,0,Synthetic Address,-89.55567263464714,-125.00985165509834,27072.904269799677,29491.098402184965,28811.755603069643,559.2430905441342,5
6411,18,60,1981,2,0,Synthetic Address,-75.21049947500819,-69.20289120468266,24128.600876612385,56307.48701827542,69532.44754933087,613.2072604333358,1
6412,43,69,1979,3,1,Synthetic Address,52.029619853996024,13.91326431968676,19876.751912907992,87882.84129557313,56732.241296308355,687.9266074799024,7
6413,29,66,1964,8,1,Synthetic Address,78.54674529695208,18.19297278391852,18541.513429542778,39367.06749410788,70265.67602512825,490.6623037648568,6
6414,66,69,1954,9,1,Synthetic Address,71.44347233582809,-66.99141139390369,9668.954914012163,25030.095943128334,90652.3804596398,300.0,0
6415,65,67,1979,1,1,Synthetic Address,-65.70857844577931,-139.88728365630618,18858.35762221457,53261.54576219895,105236.77947557515,485.46342341257963,5
6416,59,64,2004,8,0,Synthetic Address,-6.885438121317009,-54.03287189383886,14455.990718200112,11813.527776994248,130441.96154858326,300.0,6
6417,49,61,1964,7,1,Synthetic Address,-44.61669131164365,0.15177351217897694,13883.554899347808,95238.35488538607,41208.711755874465,700.4473537013246,3
6418,22,61,1985,11,0,Synthetic Address,15.643071774615194,-93.42094326990357,25583.157208379125,35747.169921062574,129256.09097971351,319.43142711209276,2
6419,19,68,1959,11,0,Synthetic Address,82.17167401603754,80.6985215744561,18812.15690969966,43379.38096947162,126659.9687691674,391.065326697972,5
6420,38,64,1960,6,0,Synthetic Address,11.315825022525786,-103.91409985290785,11060.054018567002,66260.27213097211,48445.13102658519,638.8128957016304,6
6421,35,60,1998,2,0,Synthetic Address,-85.72169203247611,-29.10598732382192,19618.206005778327,38004.16875529161,104618.29679918909,432.61069073876075,6
6422,63,69,1971,4,0,Synthetic Address,-37.6391155936813,-51.35862289340977,23108.83512653529,60969.69883069005,0.0,727.6893617959779,9
6423,33,66,1967,9,0,Synthetic Address,54.045725444632694,-139.20326711549546,29664.673746985965,19759.26876839804,2035.551639286139,634.0785396436117,1
6424,36,63,1974,12,1,Synthetic Address,-40.11120399098769,-33.38105508200181,12404.839777579738,21880.80610145382,84307.90265355393,300.0,1
6425,24,67,1953,9,1,Synthetic Address,-10.01613389586862,142.66534173373947,24698.381019724406,59750.8727790532,87270.2987069677,540.8674172435376,2
6426,60,65,1993,12,1,Synthetic Address,-45.1988484451972,171.49914614030962,21662.799671928926,23935.86021462743,71973.37962290547,375.6961445449312,6
6427,23,62,1969,6,1,Synthetic Address,-61.85577665321483,10.81133973744221,13816.231448118604,91623.84049091637,0.0,720.2325197785436,2
6428,57,67,1963,6,1,Synthetic Address,-14.217638422420848,166.42535821866215,17327.215038051436,19647.57500943207,121966.95329709392,300.0,4
6429,35,60,1987,1,0,Synthetic Address,-30.93874425318438,11.41726145986948,26419.8860203868,50710.442642626294,46471.155486032454,619.6800794315293,5
6430,63,60,1992,12,0,Synthetic Address,68.40154211468246,-127.37979122978052,25833.809640472144,43405.35137059362,0.0,680.1960966965983,3
6431,62,61,1981,5,0,Synthetic Address,-18.91147855406635,-114.78228041580059,5000.0,69478.91247815988,68096.90989345094,613.3820094967559,7
6432,47,69,1950,3,1,Synthetic Address,27.384621506075007,-60.726491249977684,20625.722459444463,17770.814570415172,8876.102221944799,609.75389110814,4
6433,68,65,1978,2,0,Synthetic Address,59.79807228458952,-133.1670839157953,25792.16644773847,61427.141997903454,94752.13149568588,578.1675975012731,9
6434,33,65,1968,5,1,Synthetic Address,-77.7310474732308,37.09143259218038,31652.901915345265,52347.59409196602,0.0,720.560911505338,6
6435,37,64,1996,1,1,Synthetic Address,-4.872848463589747,-6.692203729254032,17028.437218580075,31445.572808488418,18863.1171790636,634.7806414485282,2
6436,60,64,1965,1,0,Synthetic Address,77.19574945047367,-127.59078990121077,29355.602543868295,80215.06964496149,8644.83409400515,728.8084895753551,3
6437,49,65,1980,12,0,Synthetic Address,-87.77488692992165,-57.6752967681542,16042.684330710132,23616.262133302764,119467.32890513564,300.0,0
6438,28,67,1974,12,0,Synthetic Address,58.73916325987341,-108.25996226832358,11865.583432111333,28857.364544797183,0.0,709.0308252238761,5
6439,42,62,2003,3,1,Synthetic Address,-70.43615292579534,-10.332078428709224,17335.506158963817,23124.75782267928,86970.203462123,347.8816891188947,2
6440,21,65,1965,12,1,Synthetic Address,33.023760263755705,3.7290015611532112,25405.94385532623,10000.0,105682.04277129308,300.0,5
6441,58,64,1991,3,0,Synthetic Address,76.92401364591376,25.313868866124977,23421.656889504524,10000.0,91752.4615535738,300.0,9
6442,35,63,1961,7,0,Synthetic Address,-1.782041640617436,-163.61682479606318,15212.065661458299,76747.27873960599,103006.10019872723,618.5987908437836,7
6443,44,64,1952,10,0,Synthetic Address,-32.6664375944357,-91.6871068674613,13015.773321109806,64504.42603350397,0.0,706.0900956022181,6
6444,27,62,1975,5,0,Synthetic Address,76.97039668623265,-122.04456583616042,25156.785371339378,17346.552991945297,13292.454802237167,549.6586387897921,3
6445,49,67,1956,9,0,Synthetic Address,-43.981985438436894,-84.99516953770286,10387.585408895791,29672.174991777465,41649.94763532104,522.2164753540684,0
6446,58,62,1993,1,1,Synthetic Address,-64.93115928630709,2.0168362196642136,28224.327665808607,51286.20363053733,0.0,694.4283823639865,4
6447,34,64,1969,8,1,Synthetic Address,-52.05478275624541,-146.64540741118293,21023.309889853004,74624.76819953164,115358.87131599743,600.9763550166731,9
6448,41,67,1989,8,0,Synthetic Address,-67.54539085456219,173.91207731284976,27477.245192439117,44982.17023164315,89423.86155600744,491.1738480661039,8
6449,37,65,1986,9,0,Synthetic Address,74.88273032121529,-44.22158994399598,22918.19263196102,53043.45956487866,122319.28253423583,461.0262522864957,7
6450,67,67,1999,10,0,Synthetic Address,-57.65175276179466,-72.00985198862885,23557.927410999248,11526.198097112894,113712.62071912694,300.0,3
6451,41,65,1975,7,0,Synthetic Address,23.282153121243937,48.791222774263986,15465.504049621304,68482.21169330386,75341.42946783562,596.6110639547146,0
6452,52,66,1971,2,0,Synthetic Address,-89.59033201992469,33.40825400612832,20677.034095765637,30208.831694765868,6759.566432618885,705.0756035847959,7
6453,23,68,1961,6,0,Synthetic Address,27.379031435523615,103.28711581872824,23021.16908482204,70030.71123264225,132388.73935673968,534.3462950864406,8
6454,62,62,1991,3,1,Synthetic Address,28.025461458633742,-55.93688746834488,31115.82236754232,61891.99475169609,7520.569389338249,720.6564351619088,9
6455,45,60,1982,2,1,Synthetic Address,-22.556173609065553,-172.28101715360808,16661.442905363856,32689.375629030932,117172.07515253343,342.1226485043683,4
6456,60,63,1989,5,1,Synthetic Address,78.27068911815113,-177.51974046052706,28890.944034006672,77126.24229074063,110850.21615517332,626.0256577128628,9
6457,61,65,2004,11,0,Synthetic Address,17.209176209021223,-56.44695162305332,24551.54055468552,43148.99234856824,130646.51015774447,382.2742390812962,2
6458,54,64,1968,5,1,Synthetic Address,86.32999705896239,25.422854403431216,30573.210663493905,79484.44499749121,150000.0,508.60826954685,2
6459,65,68,1987,6,1,Synthetic Address,-34.26719713514336,-9.31946662066892,28197.226045453535,10000.0,86329.73699362941,300.0,9
6460,38,69,1993,1,1,Synthetic Address,-24.047146068154632,33.28978740897071,20896.247961250378,52596.85265418995,75619.89374823551,559.3447538539684,6
6461,39,61,1973,8,0,Synthetic Address,-22.071529118971327,-16.80542556812611,21257.49186956331,10000.0,77453.27066150734,300.0,5
6462,64,67,1998,2,1,Synthetic Address,35.709159466321665,176.98052144268394,6926.4885814539575,74709.85359997622,104182.19986519714,559.9360947816256,2
6463,44,61,1965,12,0,Synthetic Address,-48.18454469321091,-115.57849440758397,33033.92657540584,98411.7286145462,0.0,749.9723468205179,7
6464,48,69,1958,4,1,Synthetic Address,-49.3976256991782,79.27619147689455,17235.43798783667,62776.00860698955,30177.834296261317,656.1164677879024,0
6465,64,63,1973,6,1,Synthetic Address,-52.40603142197176,-127.04884000401876,15240.356945073894,43977.288170459615,138006.75057902856,363.021310198726,1
6466,66,68,1964,1,1,Synthetic Address,-22.632770803296197,-158.39349352903946,16434.864693541404,46380.75300665933,41911.226425003624,603.212258651924,3
6467,21,64,1990,8,0,Synthetic Address,-50.30879207327829,96.23705573329187,18399.311312566442,34359.3520389952,75907.960144823,487.6574821909413,2
6468,51,66,1973,11,1,Synthetic Address,-63.49413205263778,-29.176594705645783,22418.86901146393,87377.8965688746,0.0,754.5167946274505,4
6469,45,61,1971,6,1,Synthetic Address,-72.19725674032709,-46.44794921923295,13888.349320464393,28773.208665177648,48218.41509181562,490.52390383923216,1
6470,65,61,1977,12,0,Synthetic Address,43.01409058334565,157.11240194053033,20428.401839020524,62538.09280155371,74892.01186340995,571.8308674341719,4
6471,68,66,1998,9,1,Synthetic Address,12.320690000315224,-125.3225047143649,12378.960030767634,78823.57480882142,75797.99087661532,627.3723009872513,1
6472,27,60,1969,12,1,Synthetic Address,-7.142663199725703,55.6509609918416,12166.099167483071,12791.639240503173,61322.55178224959,300.0,6
6473,28,62,1986,9,1,Synthetic Address,78.5203877222574,-1.3188733042906904,15600.955145138803,78543.10411610128,61588.29273834589,658.3539073251575,7
6474,61,61,1983,11,1,Synthetic Address,47.85076768294974,135.22041809553713,22006.524731144124,46804.374857316354,48885.37062574057,611.5963994001222,9
6475,46,63,1972,5,1,Synthetic Address,-85.15772358723572,-29.8312700163537,19205.480721846252,64529.33886677446,22615.949856441053,650.5206378700291,3
6476,43,67,1950,11,0,Synthetic Address,74.58295660166343,178.38907319085968,30408.029511619883,16081.346456785628,98368.76800746037,300.0,0
6477,33,62,1989,1,0,Synthetic Address,8.210294722858208,-169.91330356659645,16024.186468015687,38155.19774717158,35780.328069656534,618.2266217728611,7
6478,42,64,1950,7,0,Synthetic Address,-85.12343239404579,-23.607049079227096,14674.865383147255,38447.886360753444,88803.4626056459,446.00696959743567,5
6479,49,62,1994,7,1,Synthetic Address,44.35458027966638,-0.8630122966613101,14195.2193003539,15723.730664359293,133384.47496872017,300.0,9
6480,45,67,1997,1,0,Synthetic Address,9.59655746913623,132.28463860489694,21028.72679039998,49318.686168533524,55953.66931957473,616.7038753294634,2
6481,35,60,2004,11,1,Synthetic Address,-31.05065688855165,71.35029140489775,18763.908647859178,63783.3331771242,0.0,728.0275952377581,3
6482,53,65,1982,6,1,Synthetic Address,-0.4850012157863688,12.356772995880846,20928.974828865423,42765.77070996595,0.0,723.0464721912251,7
6483,65,61,1955,6,0,Synthetic Address,-73.13923548989106,-57.900441033966885,24529.422509577358,58743.54807404336,149579.829537364,421.7763415413825,5
6484,31,69,1974,7,1,Synthetic Address,54.845339434540676,20.87086464095958,18540.85847480953,47451.25900086407,58758.53884330454,560.3665077967698,1
6485,63,67,1980,3,0,Synthetic Address,-41.57297242356274,47.674383756788046,14596.197143931255,73315.98396233011,95856.98310061815,581.7238283146984,7
6486,27,69,1961,6,1,Synthetic Address,-77.74414649600817,-69.46519841753313,30069.268533043814,19974.72101463181,32992.008066236696,524.0324479654455,8
6487,48,67,1989,10,1,Synthetic Address,-59.585891839018686,179.3733640703034,21157.841304421156,35190.31260145997,95907.62152750758,396.8331174852182,4
6488,68,65,1998,9,0,Synthetic Address,-34.79133830057813,124.6422779265888,21406.183937157177,83875.96028662761,54386.73442115697,668.200599420279,2
6489,42,60,1990,4,1,Synthetic Address,-80.00179295941439,-7.2818389309192355,15828.371728274344,23293.09464524752,0.0,723.6351246448272,7
6490,44,63,1954,11,1,Synthetic Address,-21.399982205569245,64.80946351770973,9159.639981641196,34854.844962926065,69786.36768526508,492.6782034959734,1
6491,45,60,1970,12,0,Synthetic Address,10.520313010900736,-118.28938888297805,21890.01402768654,56296.37810545492,75754.47306540332,530.1651334237532,4
6492,42,60,1986,4,1,Synthetic Address,-2.173331146985035,-103.78745645813945,23240.16977973993,66292.07205673441,0.0,652.7648371966789,1
6493,42,60,1951,1,1,Synthetic Address,-6.2377651445119255,-145.98137168214913,33792.18449886155,74464.36573480748,69695.85312530237,642.8012873501847,5
6494,33,62,1984,8,0,Synthetic Address,64.02218790228386,-32.48016823943726,24382.240914322603,36075.207718143414,81200.23401905608,454.7282382858584,2
6495,41,67,1952,8,1,Synthetic Address,12.577459965436702,-152.27579158408298,17885.407260880744,38400.6772034128,63692.28619257534,549.2583682765902,8
6496,63,62,1962,7,0,Synthetic Address,-40.35988013027957,-152.3208818638695,17355.20369895445,57765.648736080395,125039.6531257538,464.0008391958037,2
6497,31,60,1977,3,1,Synthetic Address,-77.7705982892642,44.40885339558369,24068.990936602735,51294.89770013379,10576.757665729812,697.7893062900848,1
6498,45,69,1976,3,1,Synthetic Address,-7.890046828615539,-72.83832334389146,24856.135442175575,54414.91055133132,125416.27553703278,469.93914248503825,3
6499,30,64,1992,11,1,Synthetic Address,11.388334498072965,-69.76403549895358,26815.77573846151,57501.76921350031,89193.57619903702,525.3190197777257,3
6500,43,61,1971,7,1,Synthetic Address,34.08185066607169,-39.28964260908671,24707.00238584294,23734.58454127659,55225.93777859257,430.8966050517472,5
6501,42,60,1973,7,1,Synthetic Address,-45.613077192099254,114.32774795705927,20968.018971686106,36901.64445692398,7179.8566060675,690.1323942697665,7
6502,26,62,1978,11,0,Synthetic Address,-9.707454753960889,-71.23908544185626,5000.0,40344.3705425158,93781.56727779757,463.1613198705037,5
6503,68,63,1968,9,0,Synthetic Address,-80.58383102862496,175.70507519779147,18564.438593172214,81621.40095573754,51356.85859063915,688.6859946373166,6
6504,50,65,1989,12,0,Synthetic Address,30.006606181193234,-140.68386240048034,10455.077921442104,31878.563732345938,122290.33853611603,300.0,5
6505,53,68,1965,2,0,Synthetic Address,-87.54607769326185,-34.576363491798645,28259.31980576797,67723.38812263742,48770.87695077016,671.18850172711,7
6506,45,60,1975,3,1,Synthetic Address,-13.419533773797724,-98.8532815549418,20787.491814591987,19636.635834429464,148723.30689022894,300.0,2
6507,28,65,1992,5,0,Synthetic Address,59.89442381867772,-93.36263471615763,18702.707910633573,36888.920715369015,9470.70884125217,674.801280504095,0
6508,32,61,1955,4,0,Synthetic Address,43.53855288298041,159.20278674906228,21900.092803463627,54309.16836671399,11733.035256723764,722.9973054480951,5
6509,33,69,1990,9,1,Synthetic Address,71.30713673754809,-124.92081733770056,15188.184673486176,34224.2782180979,0.0,708.1519570527131,6
6510,59,66,1976,7,1,Synthetic Address,25.749004157855182,88.7928340887338,15082.786267168845,34191.50161868557,0.0,684.1051726551752,2
6511,18,66,1976,11,1,Synthetic Address,-63.91614280108104,-145.801776911576,26714.034540320426,29158.985752210876,54663.043937177994,496.11315990498707,0
6512,28,66,1963,8,1,Synthetic Address,14.717065893578521,-55.732155600935016,16205.729259948846,43190.90600462154,109834.21584037362,429.3292852665456,2
6513,37,61,1992,7,1,Synthetic Address,77.05299656572572,-148.97847539044062,8325.534151183714,33582.22961699247,92594.33208442619,414.58331300598684,7
6514,37,68,1984,5,1,Synthetic Address,-19.44569869492109,-104.65883200660991,26390.124212864885,29809.861531191258,123220.08853107589,300.0,8
6515,40,62,1963,8,0,Synthetic Address,-51.973102614139144,54.58926522666226,17788.195814299565,65139.290304525726,54991.25106479284,655.5732399016555,8
6516,49,65,1959,7,0,Synthetic Address,-51.092488227776286,-23.45111889190548,17784.44015409778,89417.64609326948,117121.79440349393,625.4719962043903,9
6517,33,65,1994,6,0,Synthetic Address,-26.61046374124963,-145.05889404690805,16600.997490740134,42507.571944499556,42737.102653135255,602.7600171478151,1
6518,67,61,1976,5,1,Synthetic Address,25.865393412898158,157.61078457372105,24348.367932904184,58483.7039630049,59748.209398292034,599.4349922647021,4
6519,41,68,1960,2,0,Synthetic Address,-78.51102467698425,-152.63422008985864,10141.08660609825,14173.882018060638,132129.12747214615,300.0,7
6520,69,64,1976,5,1,Synthetic Address,66.17554617504359,91.72977699117291,18658.784064374264,43112.88355677259,11912.957641384135,649.6645010912773,1
6521,37,61,1977,1,0,Synthetic Address,-26.089263704552742,-140.30525675498166,17359.578521168754,14460.432192267272,97807.950527562,300.0,0
6522,28,69,1956,2,0,Synthetic Address,-66.58792344768929,72.02997582787677,11418.033464922091,30092.80937907434,52883.48043868848,523.0449646017782,5
6523,52,60,1978,10,0,Synthetic Address,49.744336456531244,-41.35590159709432,22860.690460065376,43710.87915140271,70290.47922396017,506.19293176397207,5
6524,33,69,1987,8,0,Synthetic Address,-39.5986131965499,-71.33547173106271,30013.99648298626,64614.305642700245,4570.09550231554,708.7153367538874,4
6525,21,68,1966,7,0,Synthetic Address,38.26892040635556,-35.5477796886463,18917.60721574398,82476.52428279596,36642.932189260915,693.457684317204,5
6526,46,63,2002,7,0,Synthetic Address,33.866939948007925,-78.33428010931019,18905.71318745105,22548.170150926613,89745.55398186494,300.0,6
6527,22,65,1994,9,0,Synthetic Address,-46.793470882531004,77.11177050516227,17946.121769973597,37816.38124656797,31213.628197158698,604.2520488542549,9
6528,34,62,1990,2,0,Synthetic Address,67.77181293230245,-48.21405867640635,24364.230030742285,82456.70661518513,39234.051437279944,690.3287505150121,9
6529,58,67,1977,4,1,Synthetic Address,44.01075695755566,9.885942802624982,22989.39233661264,44446.200613261004,62178.51901707206,568.6078042196071,5
6530,22,66,1958,1,0,Synthetic Address,54.981209730816204,-143.7703188217982,17397.09245783406,41732.13820656991,119839.98499774048,396.17869186356023,5
6531,55,66,1992,4,1,Synthetic Address,74.62608177438264,-51.747807338770144,23935.957247388116,101303.81843834725,150000.0,574.014708058428,3
6532,22,69,1976,1,0,Synthetic Address,73.93807850540412,142.11412659940146,20158.316643543407,57706.22547621806,28490.93184356,667.7916147796162,5
6533,63,65,1985,4,1,Synthetic Address,-22.528967319149103,-172.2794462371447,19655.642963496037,64250.37702374677,150000.0,473.8545075298046,0
6534,34,68,1950,7,0,Synthetic Address,-44.92370946865576,102.38761664289854,21556.18464862668,25721.238424606992,36018.52179815299,541.3956599221057,7
6535,24,64,1996,7,0,Synthetic Address,10.080882935247018,151.32731290067915,14702.690371284227,30791.225838516162,76500.08047105164,426.16277532594785,2
6536,31,66,1965,5,1,Synthetic Address,-62.31163892987328,139.1725759336207,16746.02696440903,43675.696543565995,137862.93991639715,381.27444611677976,6
6537,58,65,1979,10,0,Synthetic Address,-20.192469804484887,102.72705025231619,11270.335117490402,24433.911918702503,13995.659232596146,618.7330339232353,1
6538,38,68,1959,10,1,Synthetic Address,-27.423178570748007,122.87596202614395,16303.051504801031,87748.08979759614,61576.52482413908,673.0446267903156,2
6539,48,61,1975,9,1,Synthetic Address,54.14274785127256,-95.09133743558286,23400.241894456507,51601.0976326933,128330.22177418796,428.7228580462519,7
6540,68,68,1995,4,0,Synthetic Address,2.7059276782895267,-166.81457221376675,20318.745413030832,45709.6987647127,108149.42978474,483.4960166871111,8
6541,48,65,1970,3,1,Synthetic Address,63.06844226701503,-128.01054296746753,20466.265592074484,42343.624448036324,52973.78577993941,570.0722775501672,2
6542,44,61,1962,11,1,Synthetic Address,-48.76111426048281,64.40769734096986,24473.023381834697,16729.21013696588,48734.339944277504,364.33479287743455,5
6543,64,65,1963,6,0,Synthetic Address,14.287750972470945,137.67904495116358,20189.20641420476,61963.4073305224,26981.726841378513,655.2641105735679,6
6544,24,68,1980,12,0,Synthetic Address,82.68831692816195,-111.78532910046903,28148.07472781745,20376.589572736673,52019.856472232685,433.3056612987533,3
6545,26,62,2000,3,0,Synthetic Address,56.87522617578955,118.6653000712451,17710.165303931,43248.46107580441,39595.159897778336,604.7724074292195,6
6546,24,65,1958,8,0,Synthetic Address,13.49268357199918,-95.19345136640925,28052.60821525078,53552.47046946422,76069.5524594258,584.3574309355405,6
6547,24,63,1963,4,0,Synthetic Address,-50.19942031166262,84.99778892826191,12500.295994940096,34758.34359371683,128542.71935365225,326.4160519887159,8
6548,65,66,1990,2,1,Synthetic Address,-67.63873987875503,57.906799561209255,9681.648789127248,77063.75157332538,33988.70276188405,661.5588189382873,3
